book;chapter;verse;text
ephesians;3;17;κατοικησαι τον χριστον δια της πιστεως εν ταις καρδιαις υμων
ephesians;3;18;εν αγαπη ερριζωμενοι και τεθεμελιωμενοι ινα εξισχυσητε καταλαβεσθαι συν πασιν τοις αγιοις τι το πλατος και μηκος και βαθος και υψος
ephesians;3;19;γνωναι τε την υπερβαλλουσαν της γνωσεως αγαπην του χριστου ινα πληρωθητε εις παν το πληρωμα του θεου
ephesians;3;20;τω δε δυναμενω υπερ παντα ποιησαι υπερ εκπερισσου ων αιτουμεθα η νοουμεν κατα την δυναμιν την ενεργουμενην εν ημιν
ephesians;3;21;αυτω η δοξα εν τη εκκλησια εν χριστω ιησου εις πασας τας γενεας του αιωνος των αιωνων αμην
ephesians;4;1;παρακαλω ουν υμας εγω ο δεσμιος εν κυριω αξιως περιπατησαι της κλησεως ης εκληθητε
ephesians;4;2;μετα πασης ταπεινοφροσυνης και πραοτητος μετα μακροθυμιας ανεχομενοι αλληλων εν αγαπη
ephesians;4;3;σπουδαζοντες τηρειν την ενοτητα του πνευματος εν τω συνδεσμω της ειρηνης
ephesians;4;4;εν σωμα και εν πνευμα καθως και εκληθητε εν μια ελπιδι της κλησεως υμων
ephesians;4;5;εις κυριος μια πιστις εν βαπτισμα
ephesians;4;6;εις θεος και πατηρ παντων ο επι παντων και δια παντων και εν πασιν υμιν
ephesians;4;7;ενι δε εκαστω ημων εδοθη η χαρις κατα το μετρον της δωρεας του χριστου
ephesians;4;8;διο λεγει αναβας εις υψος ηχμαλωτευσεν αιχμαλωσιαν και εδωκεν δοματα τοις ανθρωποις
ephesians;4;9;το δε ανεβη τι εστιν ει μη οτι και κατεβη πρωτον εις τα κατωτερα μερη της γης
ephesians;4;10;ο καταβας αυτος εστιν και ο αναβας υπερανω παντων των ουρανων ινα πληρωση τα παντα
ephesians;4;11;και αυτος εδωκεν τους μεν αποστολους τους δε προφητας τους δε ευαγγελιστας τους δε ποιμενας και διδασκαλους
ephesians;4;12;προς τον καταρτισμον των αγιων εις εργον διακονιας εις οικοδομην του σωματος του χριστου
ephesians;4;13;μεχρι καταντησωμεν οι παντες εις την ενοτητα της πιστεως και της επιγνωσεως του υιου του θεου εις ανδρα τελειον εις μετρον ηλικιας του πληρωματος του χριστου
ephesians;4;14;ινα μηκετι ωμεν νηπιοι κλυδωνιζομενοι και περιφερομενοι παντι ανεμω της διδασκαλιας εν τη κυβεια των ανθρωπων εν πανουργια προς την μεθοδειαν της πλανης
ephesians;4;15;αληθευοντες δε εν αγαπη αυξησωμεν εις αυτον τα παντα ος εστιν η κεφαλη ο χριστος
ephesians;4;16;εξ ου παν το σωμα συναρμολογουμενον και συμβιβαζομενον δια πασης αφης της επιχορηγιας κατ ενεργειαν εν μετρω ενος εκαστου μερους την αυξησιν του σωματος ποιειται εις οικοδομην εαυτου εν αγαπη
ephesians;4;17;τουτο ουν λεγω και μαρτυρομαι εν κυριω μηκετι υμας περιπατειν καθως και τα λοιπα εθνη περιπατει εν ματαιοτητι του νοος αυτων
ephesians;4;18;εσκοτισμενοι τη διανοια οντες απηλλοτριωμενοι της ζωης του θεου δια την αγνοιαν την ουσαν εν αυτοις δια την πωρωσιν της καρδιας αυτων
ephesians;4;19;οιτινες απηλγηκοτες εαυτους παρεδωκαν τη ασελγεια εις εργασιαν ακαθαρσιας πασης εν πλεονεξια
ephesians;4;20;υμεις δε ουχ ουτως εμαθετε τον χριστον
ephesians;4;21;ειγε αυτον ηκουσατε και εν αυτω εδιδαχθητε καθως εστιν αληθεια εν τω ιησου
ephesians;4;22;αποθεσθαι υμας κατα την προτεραν αναστροφην τον παλαιον ανθρωπον τον φθειρομενον κατα τας επιθυμιας της απατης
ephesians;4;23;ανανεουσθαι δε τω πνευματι του νοος υμων
ephesians;4;24;και ενδυσασθαι τον καινον ανθρωπον τον κατα θεον κτισθεντα εν δικαιοσυνη και οσιοτητι της αληθειας
ephesians;4;25;διο αποθεμενοι το ψευδος λαλειτε αληθειαν εκαστος μετα του πλησιον αυτου οτι εσμεν αλληλων μελη
ephesians;4;26;οργιζεσθε και μη αμαρτανετε ο ηλιος μη επιδυετω επι τω παροργισμω υμων
ephesians;4;27;μητε διδοτε τοπον τω διαβολω
ephesians;4;28;ο κλεπτων μηκετι κλεπτετω μαλλον δε κοπιατω εργαζομενος το αγαθον ταις χερσιν ινα εχη μεταδιδοναι τω χρειαν εχοντι
ephesians;4;29;πας λογος σαπρος εκ του στοματος υμων μη εκπορευεσθω αλλ ει τις αγαθος προς οικοδομην της χρειας ινα δω χαριν τοις ακουουσιν
ephesians;4;30;και μη λυπειτε το πνευμα το αγιον του θεου εν ω εσφραγισθητε εις ημεραν απολυτρωσεως
ephesians;4;31;πασα πικρια και θυμος και οργη και κραυγη και βλασφημια αρθητω αφ υμων συν παση κακια
ephesians;4;32;γινεσθε δε εις αλληλους χρηστοι ευσπλαγχνοι χαριζομενοι εαυτοις καθως και ο θεος εν χριστω εχαρισατο υμιν
ephesians;5;1;γινεσθε ουν μιμηται του θεου ως τεκνα αγαπητα
ephesians;5;2;και περιπατειτε εν αγαπη καθως και ο χριστος ηγαπησεν ημας και παρεδωκεν εαυτον υπερ ημων προσφοραν και θυσιαν τω θεω εις οσμην ευωδιας
ephesians;5;3;πορνεια δε και πασα ακαθαρσια η πλεονεξια μηδε ονομαζεσθω εν υμιν καθως πρεπει αγιοις
ephesians;5;4;και αισχροτης και μωρολογια η ευτραπελια τα ουκ ανηκοντα αλλα μαλλον ευχαριστια
ephesians;5;5;τουτο γαρ εστε γινωσκοντες οτι πας πορνος η ακαθαρτος η πλεονεκτης ος εστιν ειδωλολατρης ουκ εχει κληρονομιαν εν τη βασιλεια του χριστου και θεου
ephesians;5;6;μηδεις υμας απατατω κενοις λογοις δια ταυτα γαρ ερχεται η οργη του θεου επι τους υιους της απειθειας
ephesians;5;7;μη ουν γινεσθε συμμετοχοι αυτων
ephesians;5;8;ητε γαρ ποτε σκοτος νυν δε φως εν κυριω ως τεκνα φωτος περιπατειτε
ephesians;5;9;ο γαρ καρπος του πνευματος εν παση αγαθωσυνη και δικαιοσυνη και αληθεια
ephesians;5;10;δοκιμαζοντες τι εστιν ευαρεστον τω κυριω
ephesians;5;11;και μη συγκοινωνειτε τοις εργοις τοις ακαρποις του σκοτους μαλλον δε και ελεγχετε
ephesians;5;12;τα γαρ κρυφη γινομενα υπ αυτων αισχρον εστιν και λεγειν
ephesians;5;13;τα δε παντα ελεγχομενα υπο του φωτος φανερουται παν γαρ το φανερουμενον φως εστιν
ephesians;5;14;διο λεγει εγειραι ο καθευδων και αναστα εκ των νεκρων και επιφαυσει σοι ο χριστος
ephesians;5;15;βλεπετε ουν πως ακριβως περιπατειτε μη ως ασοφοι αλλ ως σοφοι
ephesians;5;16;εξαγοραζομενοι τον καιρον οτι αι ημεραι πονηραι εισιν
ephesians;5;17;δια τουτο μη γινεσθε αφρονες αλλα συνιεντες τι το θελημα του κυριου
ephesians;5;18;και μη μεθυσκεσθε οινω εν ω εστιν ασωτια αλλα πληρουσθε εν πνευματι
ephesians;5;19;λαλουντες εαυτοις ψαλμοις και υμνοις και ωδαις πνευματικαις αδοντες και ψαλλοντες εν τη καρδια υμων τω κυριω
ephesians;5;20;ευχαριστουντες παντοτε υπερ παντων εν ονοματι του κυριου ημων ιησου χριστου τω θεω και πατρι
ephesians;5;21;υποτασσομενοι αλληλοις εν φοβω θεου
ephesians;5;22;αι γυναικες τοις ιδιοις ανδρασιν υποτασσεσθε ως τω κυριω
ephesians;5;23;οτι ο ανηρ εστιν κεφαλη της γυναικος ως και ο χριστος κεφαλη της εκκλησιας και αυτος εστιν σωτηρ του σωματος
ephesians;5;24;αλλ ωσπερ η εκκλησια υποτασσεται τω χριστω ουτως και αι γυναικες τοις ιδιοις ανδρασιν εν παντι
ephesians;5;25;οι ανδρες αγαπατε τας γυναικας εαυτων καθως και ο χριστος ηγαπησεν την εκκλησιαν και εαυτον παρεδωκεν υπερ αυτης
ephesians;5;26;ινα αυτην αγιαση καθαρισας τω λουτρω του υδατος εν ρηματι
ephesians;5;27;ινα παραστηση αυτην εαυτω ενδοξον την εκκλησιαν μη εχουσαν σπιλον η ρυτιδα η τι των τοιουτων αλλ ινα η αγια και αμωμος
ephesians;5;28;ουτως οφειλουσιν οι ανδρες αγαπαν τας εαυτων γυναικας ως τα εαυτων σωματα ο αγαπων την εαυτου γυναικα εαυτον αγαπα
ephesians;5;29;ουδεις γαρ ποτε την εαυτου σαρκα εμισησεν αλλ εκτρεφει και θαλπει αυτην καθως και ο κυριος την εκκλησιαν
ephesians;5;30;οτι μελη εσμεν του σωματος αυτου εκ της σαρκος αυτου και εκ των οστεων αυτου
ephesians;5;31;αντι τουτου καταλειψει ανθρωπος τον πατερα αυτου και την μητερα και προσκολληθησεται προς την γυναικα αυτου και εσονται οι δυο εις σαρκα μιαν
ephesians;5;32;το μυστηριον τουτο μεγα εστιν εγω δε λεγω εις χριστον και εις την εκκλησιαν
ephesians;5;33;πλην και υμεις οι καθ ενα εκαστος την εαυτου γυναικα ουτως αγαπατω ως εαυτον η δε γυνη ινα φοβηται τον ανδρα
ephesians;6;1;τα τεκνα υπακουετε τοις γονευσιν υμων εν κυριω τουτο γαρ εστιν δικαιον
ephesians;6;2;τιμα τον πατερα σου και την μητερα ητις εστιν εντολη πρωτη εν επαγγελια
ephesians;6;3;ινα ευ σοι γενηται και εση μακροχρονιος επι της γης
ephesians;6;4;και οι πατερες μη παροργιζετε τα τεκνα υμων αλλ εκτρεφετε αυτα εν παιδεια και νουθεσια κυριου
ephesians;6;5;οι δουλοι υπακουετε τοις κυριοις κατα σαρκα μετα φοβου και τρομου εν απλοτητι της καρδιας υμων ως τω χριστω
ephesians;6;6;μη κατ οφθαλμοδουλειαν ως ανθρωπαρεσκοι αλλ ως δουλοι του χριστου ποιουντες το θελημα του θεου εκ ψυχης
ephesians;6;7;μετ ευνοιας δουλευοντες τω κυριω και ουκ ανθρωποις
ephesians;6;8;ειδοτες οτι ο εαν τι εκαστος ποιηση αγαθον τουτο κομιειται παρα του κυριου ειτε δουλος ειτε ελευθερος
ephesians;6;9;και οι κυριοι τα αυτα ποιειτε προς αυτους ανιεντες την απειλην ειδοτες οτι και υμων αυτων ο κυριος εστιν εν ουρανοις και προσωποληψια ουκ εστιν παρ αυτω
ephesians;6;10;το λοιπον αδελφοι μου ενδυναμουσθε εν κυριω και εν τω κρατει της ισχυος αυτου
ephesians;6;11;ενδυσασθε την πανοπλιαν του θεου προς το δυνασθαι υμας στηναι προς τας μεθοδειας του διαβολου
ephesians;6;12;οτι ουκ εστιν ημιν η παλη προς αιμα και σαρκα αλλα προς τας αρχας προς τας εξουσιας προς τους κοσμοκρατορας του σκοτους του αιωνος τουτου προς τα πνευματικα της πονηριας εν τοις επουρανιοις
ephesians;6;13;δια τουτο αναλαβετε την πανοπλιαν του θεου ινα δυνηθητε αντιστηναι εν τη ημερα τη πονηρα και απαντα κατεργασαμενοι στηναι
ephesians;6;14;στητε ουν περιζωσαμενοι την οσφυν υμων εν αληθεια και ενδυσαμενοι τον θωρακα της δικαιοσυνης
ephesians;6;15;και υποδησαμενοι τους ποδας εν ετοιμασια του ευαγγελιου της ειρηνης
ephesians;6;16;επι πασιν αναλαβοντες τον θυρεον της πιστεως εν ω δυνησεσθε παντα τα βελη του πονηρου τα πεπυρωμενα σβεσαι
ephesians;6;17;και την περικεφαλαιαν του σωτηριου δεξασθε και την μαχαιραν του πνευματος ο εστιν ρημα θεου
ephesians;6;18;δια πασης προσευχης και δεησεως προσευχομενοι εν παντι καιρω εν πνευματι και εις αυτο τουτο αγρυπνουντες εν παση προσκαρτερησει και δεησει περι παντων των αγιων
ephesians;6;19;και υπερ εμου ινα μοι δοθειη λογος εν ανοιξει του στοματος μου εν παρρησια γνωρισαι το μυστηριον του ευαγγελιου
ephesians;6;20;υπερ ου πρεσβευω εν αλυσει ινα εν αυτω παρρησιασωμαι ως δει με λαλησαι
ephesians;6;21;ινα δε ειδητε και υμεις τα κατ εμε τι πρασσω παντα υμιν γνωρισει τυχικος ο αγαπητος αδελφος και πιστος διακονος εν κυριω
ephesians;6;22;ον επεμψα προς υμας εις αυτο τουτο ινα γνωτε τα περι ημων και παρακαλεση τας καρδιας υμων
ephesians;6;23;ειρηνη τοις αδελφοις και αγαπη μετα πιστεως απο θεου πατρος και κυριου ιησου χριστου
ephesians;6;24;η χαρις μετα παντων των αγαπωντων τον κυριον ημων ιησουν χριστον εν αφθαρσια [προς εφεσιους εγραφη απο ρωμης δια τυχικου]
ephesians;
